disease,drug_classes,first_line_drugs,second_line_drugs,avoid_drugs,notes,source,severity_level
personality disorder,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
shingles (herpes zoster),supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
tourette syndrome,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
avascular necrosis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
strep throat,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
spinocerebellar ataxia,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
osteomyelitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
sjogren syndrome,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
adhesive capsulitis of the shoulder,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
viral hepatitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
tonsillar hypertrophy,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
gastritis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
skin cancer,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
rheumatic fever,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
aphthous ulcer,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
tonsillitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
intestinal cancer,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
rocky mountain spotted fever,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
stomach cancer,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
developmental disability,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
acute stress reaction,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
delirium,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
callus,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
guillain barre syndrome,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
lumbago,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
deviated nasal septum,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
hemangioma,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
peripheral arterial disease,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
chronic back pain,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
heart failure,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
conjunctivitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
herniated disk,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
rhabdomyolysis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
breast infection (mastitis),supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
abdominal aortic aneurysm,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
pulmonary embolism,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
conduct disorder,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
mastectomy,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
epididymitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
premature rupture of amniotic membrane,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
molluscum contagiosum,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
necrotizing fasciitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
benign vaginal discharge (leukorrhea),supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
bladder obstruction,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
melanoma,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
cervical disorder,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
laryngitis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
dyshidrosis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
poisoning due to opioids,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
diaper rash,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
lichen planus,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
gastroduodenal ulcer,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
inguinal hernia,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
eczema,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
asperger syndrome,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
mucositis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
paronychia,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
open wound of the jaw,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
white blood cell disease,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
kaposi sarcoma,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
spondylolisthesis,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
pseudotumor cerebri,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
conjunctivitis due to virus,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
open wound of the nose,supportive care|treat underlying cause,symptomatic treatment|evaluation,specialist referral|advanced therapy,delay in treatment,requires clinical evaluation,who|nice guidelines,moderate
